"sample_name","Quality","Quality_Factor","Density","MOE","MOR","PrePD","PostPD","max_knot","knot_decisive"
"I22.7",1,"1",418.411,8.623381305,70.87844932,14.84001017,7.707931519,0,NA
"I22.8",1,"1",433.959,10.13401377,73.87525455,14.7600112,10.92012787,0,NA
"I22.9",1,"1",425.986,9.905146393,75.17672261,13.86001205,9.248142242,0,NA
"I23.1",2,"2",415.914,8.963663408,60.57586555,6.060011387,0,6,1
"I23.10",2,"2",393.316,9.014743752,66.39816125,11.99998474,2.800012589,30,1
"I23.11",2,"2",390.874,8.09463747,48.97484169,1.919984341,4.74002552,25,1
"I23.12",1,"1",389.764,8.892887277,66.95487828,12.96000051,0.920003891,9,NA
"I23.13",1,"1",387.31,9.336440663,67.43470253,11.83999634,2.359998703,0,NA
"I23.14",1,"1",443.917,6.676406999,63.77162324,6.220002174,3.919996262,0,NA
"I23.15",3,"3",483.075,6.869221613,74.75778625,11.72000504,0.020000458,0,NA
"I23.16",3,"3",479.216,7.350331958,81.54359058,18.81999397,0,12,NA
"I23.17",3,"3",467.924,8.550913862,84.55051465,14.61998463,0,0,NA
"I23.18",3,"3",465.561,9.034292602,82.63436955,13.02001286,0,9,1
"I23.19",3,"3",480.536,8.747189515,80.16182359,9.699995995,0,0,1
"I23.2",1,"1",414.608,9.007281708,73.14630505,11.69999599,0,0,NA
"I23.20",1,"1",483.345,9.867791242,80.3492496,7.920009613,0,0,NA
"I23.21",3,"3",415.987,8.377544876,63.28818385,10.76001453,0.439981461,7,NA
"I23.22",1,"1",425.493,8.319970637,62.8094595,10.81999207,1.520019531,5,NA
"I23.23",1,"1",428.88,8.401462305,61.37095469,6.39999342,2.66000843,14,NA
"I23.24",1,"1",385.72,6.335593854,57.86589369,8.760000229,0.019994736,0,NA
"I23.25",1,"1",454.164,10.37201959,79.19511779,8.940003872,5.546152115,16,1
"I23.26",2,"2",446.727,8.881474431,68.95201053,7.939992428,9.240955353,16,1
"I23.27",1,"1",399.954,7.050135916,58.88574839,5.76000309,0,0,NA
"I23.28",1,"1",393.21,6.48768439,52.90097607,3.319992065,4.15059185,0,NA
"I23.29",1,"1",393.56,6.087996122,39.34243262,0,8.922163963,0,NA
"I23.3",1,"1",456.91,11.85027301,87.86430964,13.30002737,2.840015411,0,NA
"I23.32",1,"1",401.041,7.905673627,57.3677449,8.320005417,5.284539223,0,NA
"I23.33",1,"1",406.815,6.607404565,46.90494487,1.959991455,0,0,NA
"I23.34",1,"1",454.128,11.83446275,83.52330206,13.83998966,8.096582413,0,NA
"I23.35",1,"1",454.544,11.9480103,82.7824787,14.18001127,5.580001831,5,NA
"I23.36",1,"1",419.682,9.478013888,70.36837055,5.819988728,0,0,NA
"I23.37",1,"1",402.653,8.320256676,67.10983294,9.779987812,0,7,NA
"I23.38",1,"1",396.848,7.917729634,64.30835017,8.659991264,2.760004044,0,NA
"I23.39",2,"2",407.482,7.513436382,55.91246778,11.25999022,0,0,NA
"I23.4",1,"1",454.638,11.5574072,84.34760711,13.32000685,5.839969635,0,NA
"I23.40",1,"1",391.293,8.084444568,60.59029832,7.479999065,0.100003242,8,NA
"I23.5",1,"1",462.716,11.58158666,86.1328617,13.55999374,7.854253769,14,NA
"I23.6",2,"2",418.404,4.05418509,38.67269028,4.059985161,0,7,1
"I23.8",2,"2",422.684,4.082550039,48.08320858,13.55999851,0,7,1
"I23.9",1,"1",383.465,5.699645582,49.16915233,5.760009766,0,0,NA
"I3.1",2,"2",398.18,9.226120834,61.30437717,6.179999828,1.962485313,22,1
"I3.10",3,"3",400.683,8.523540952,51.01865772,6.979994297,0.44000721,72,1
"I3.11",1,"1",462.477,8.116088803,52.68731372,4.440001011,5.639998436,35,NA
"I3.12",2,"2",431.47,8.911315214,67.29140278,8.759992123,0.041870117,23,1
"I3.13",3,"3",458.953,6.553878704,43.64038447,2.141016483,0,51,1
"I3.14",3,"3",394.959,6.657846764,51.784671,5.040014744,1.860002518,39,1
"I3.15",3,"3",458.867,8.187622792,51.46960453,3.240018368,5.296979904,41,1
"I3.16",3,"3",456.47,8.641114799,53.30569985,2.62059021,0,31,NA
"I3.17",3,"3",420.975,8.435420294,71.43019441,15.72001553,0,30,1
"I3.18",2,"2",490.914,10.83397263,79.04079179,10.79998827,17.36056709,26,1
"I3.19",2,"2",413.364,8.429803304,48.15437507,6.119981289,2.420004845,28,1
"I3.2",2,"2",428.937,7.371552054,43.59367374,2.900005341,2.78956604,22,1
"I3.20",1,"1",445.277,8.943711712,71.88441915,10.55999756,6.370210648,27,1
"I3.3",1,"1",410.758,9.367158403,70.86540028,11.04101896,1.031467438,32,1
"I3.4",2,"2",463.947,8.194375502,54.10303187,5.000005245,6.419984818,29,NA
"I3.5",3,"3",460.291,8.0122582,55.03582475,3.140006065,3.780035973,35,1
"I3.6",2,"2",455.321,5.567782823,38.26925274,2.879997253,0,49,1
"I3.7",3,"3",437.729,7.680808063,54.87543163,4.419993401,0,24,1
"I3.8",3,"3",486.154,7.749298159,54.00687355,3.120998859,0.040002823,43,1
"I3.9",3,"3",468.877,8.942999949,73.00495296,12.35999393,0.019990921,30,1
"I4.1",3,"3",426.532,7.716655304,41.43061917,4.420008183,6.510540962,31,1
"I4.10",2,"2",430.785,7.893568044,48.17100709,5.360002995,1.026672363,27,1
"I4.11",3,"3",448.989,7.835746762,43.51959058,0.900008678,8.400020599,31,1
"I4.12",3,"3",442.637,6.823615654,52.9608342,7.040006638,0,32,1
"I4.13",3,"3",457.874,1.283267851,11.95785142,8.131816387,0.020019531,46,1
"I4.14",2,"2",435.46,7.372651669,58.3184048,7.500008106,0,22,1
"I4.15",3,"3",477.716,7.392725886,54.12935383,5.65999651,2.479998589,36,1
"I4.16",3,"3",476.986,5.963590798,21.08187977,0,5.319993973,78,1
"I4.17",3,"3",486.955,8.452877763,59.79460938,5.019997597,0.040001869,29,1
"I4.18",3,"3",453.644,3.244366535,24.75010328,7.100001812,0.560004234,61,1
"I4.19",2,"2",438.591,8.879425351,70.06583912,13.1600132,0.040021896,42,1
"I4.2",3,"3",480.949,8.244066383,68.54028373,7.84001255,3.731357574,44,1
"I4.20",3,"3",378.516,4.521541892,24.18236016,1.600008488,3.359995842,80,1
"I4.3",2,"2",416.567,8.119927768,51.55747451,2.280007839,3.946955681,24,1
"I4.4",2,"2",478.261,10.73236952,80.68108968,11.2799859,10.16259766,17,1
"I4.5",3,"3",462.199,7.827326295,49.39038457,6.219985962,1.480020523,26,1
"I4.6",2,"2",448.238,8.96918869,64.22942468,5.54002142,11.98217583,30,1
"I4.7",3,"3",483.938,8.08457444,61.39503959,7.080025196,0.039977074,30,1
"I4.8",3,"3",455.807,6.843871302,49.66504633,3.899997234,0,21,1
"I4.9",2,"2",470.177,8.59051141,66.73154109,6.540006638,3.160012245,17,1
"I5.1",3,"3",453.387,6.881531471,47.5180066,3.759993076,3.860016823,36,1
"I5.10",3,"3",415.426,4.786546429,21.81100144,1.860003471,4.380010605,64,1
"I5.11",1,"1",443.499,8.854530375,70.55291829,10.25999737,1.743019104,39,1
"I5.12",3,"3",522.161,5.232266817,23.78941486,3.259990692,20.46000671,79,1
"I5.13",2,"2",514.622,7.203397139,52.7697465,3.3799963,0.040632248,84,1
"I5.14",3,"3",478.131,5.725431933,33.76140402,2.299984455,3.040010452,70,1
"I5.15",2,"2",478.657,9.563265516,67.97657522,5.919981956,4.800043106,26,1
"I5.16",2,"2",495.232,9.664368683,59.93381892,4.160006523,10.64000511,24,1
"I5.17",3,"3",493.223,6.615837033,46.45846591,3.900001526,0.259977341,35,1
"I5.18",3,"3",440.322,9.430830136,77.36109962,10.45999813,0.020294189,80,1
"I5.19",3,"3",491.161,6.282536224,48.93397062,4.599990845,4.059993744,50,1
"I5.2",2,"2",410.784,7.253020289,60.61883637,9.720018864,0,23,1
"I5.20",2,"2",429.584,9.143996848,57.93628688,7.539999485,2.952677727,26,1
"I5.3",2,"2",418.526,7.33135527,51.9052308,3.720218658,0,21,1
"I5.4",3,"3",475.08,8.066356135,41.66040104,1.619995117,0.040015221,71,1
"I5.5",3,"3",457.786,7.566018449,58.10231904,5.900011063,1.379999161,81,1
"I5.6",3,"3",448.357,7.73297484,61.010102,5.759996414,0,23,1
"I5.7",3,"3",436.474,10.00537569,78.04332842,12.1599803,2.94102478,46,1
"I5.8",3,"3",381.794,5.929865996,43.95685311,5.85999918,0.040017128,22,1
"I5.9",2,"2",427.419,9.001310843,64.06758093,5.94000721,3.700671196,26,1
"I6.10",3,"3",442.477,6.329327801,39.13032173,1.120000839,2.72000885,80,1
"I6.11",3,"3",409.704,4.115873824,21.16038218,3.919992924,10.99999619,7,1
"I6.12",3,"3",508.084,4.725766182,32.73400559,5.740002155,0,69,1
"I6.13",2,"2",459.148,8.696195695,56.35484006,3.96001339,5.57999897,27,1
"I6.14",1,"1",402.862,9.130762462,67.60606758,11.50001287,0.0200634,80,1
"I6.15",3,"3",458.303,9.770510628,64.73688564,5.739994526,5.173361778,33,NA
"I6.16",2,"2",463.881,7.632360255,49.76117238,1.600007534,0.020061493,33,1
"I6.17",2,"2",449.892,9.453054374,62.16925013,3.639984131,2.480003357,26,1
"I6.18",2,"2",366.782,6.771604287,40.2131509,2.859979153,0.46006012,38,1
"I6.19",2,"2",420.292,7.562166997,52.57994729,5.701415062,0,26,1
"I6.2",2,"2",462.903,8.475631425,60.06013994,5.159996986,8.682675362,27,1
"I6.20",3,"3",513.548,5.466034633,30.95092089,4.900015831,0.040002823,53,1
"I6.3",3,"3",440.407,5.889186951,29.71509267,3.520002842,2.380073547,75,1
"I6.4",3,"3",433.812,9.034952296,72.08221164,8.601807117,0.020080566,34,1
"I6.5",3,"3",420.472,6.922660382,44.05130309,4.359993935,4.860608101,36,1
"I6.6",3,"3",397.918,6.409538516,35.00702165,1.400018215,3.160001755,31,1
"I6.7",3,"3",454.272,9.374285506,75.16830397,9.840006351,0.020065308,28,1
"I6.8",2,"2",388.82,7.252112767,51.87295875,8.320002556,0.040082932,28,1
"I6.9",3,"3",471.012,9.856220558,76.7070814,10.76001692,7.610555649,35,1
"I7.1",2,"2",452.517,6.339437996,31.02521394,2.820014477,9,52,1
"I7.10",2,"2",450.201,8.418411423,64.62323403,7.239984512,1.286718369,26,1
"I7.11",3,"3",409.206,8.202936489,59.80217694,8.980004787,2.160013199,17,1
"I7.12",3,"3",420.41,4.466811088,22.9242494,2.78000927,0.099994659,53,1
"I7.13",3,"3",407.656,6.312577351,48.72097583,6.680007935,0,41,1
"I7.14",3,"3",460.159,5.67871346,42.14539072,5.560008526,0.639986992,47,1
"I7.15",2,"2",451.892,8.291240077,57.12825552,3.299987316,2.639996529,20,1
"I7.16",2,"2",404.368,5.956862233,38.14613735,1.381424427,3.918550491,52,1
"I7.17",3,"3",448.59,5.562132219,37.5719445,2.33999157,0.02004528,49,1
"I7.18",2,"2",463.764,8.18927988,63.17595793,7.301407814,0.020167351,33,1
"I7.19",3,"3",404.461,7.465405658,50.5856952,4.500017166,1.660003662,35,1
"I7.2",2,"2",407.754,8.405172335,57.52546543,5.480019569,0.039977074,32,1
"I7.3",2,"2",454.862,7.539369939,56.94001519,7.619991302,7.14616394,24,NA
"I7.4",3,"3",478.465,6.80544822,52.72027822,6.321814537,0,35,1
"I7.5",3,"3",437.284,7.332498632,50.27192054,3.739995003,4.880008698,47,1
"I7.6",3,"3",457.229,7.332745864,47.18042711,2.199990749,5.720021248,27,1
"I7.7",2,"2",396.688,7.135405053,32.0757943,1.059994698,5.180013657,27,1
"I7.8",3,"3",463.061,8.996908344,57.73664793,3.060001373,0.560041428,39,1
"I7.9",3,"3",369.381,6.788582427,55.97883517,10.72001362,0.041433334,12,1
"I8.1",3,"3",461.137,7.24111345,58.29824684,4.500007629,0,19,NA
"I8.10",3,"3",441.289,8.362176398,62.80390503,10.00000715,0.039989471,34,1
"I8.11",3,"3",459.006,8.690863411,69.32507445,8.740007401,0.040021896,17,NA
"I8.12",2,"2",464.127,8.274587325,54.51115301,1.820607662,0.040007591,20,NA
"I8.13",2,"2",444.479,8.61764196,76.79948288,13.08000517,3.873550415,25,NA
"I8.14",2,"2",460.255,8.431008374,74.40942637,11.40000916,3.039991379,23,NA
"I8.15",3,"3",397.449,5.633826939,37.60520042,1.080025673,0.039980888,28,1
"I8.16",2,"2",475.811,8.987599587,62.85174421,3.52000761,0,33,1
"I8.17",3,"3",455.777,9.478325828,65.34448289,3.279989719,0.040006638,33,1
"I8.18",3,"3",415.317,5.819865776,38.97493447,2.419985294,3.613974571,39,1
"I8.19",2,"2",458.505,10.37397947,64.39933301,5.160021782,7.039984703,25,NA
"I8.2",2,"2",389.091,6.359870872,52.98155852,8.38001442,0.799983978,37,NA
"I8.20",3,"3",483.269,5.768189615,46.01592521,3.239995956,0,78,1
"I8.4",2,"2",461.056,8.409813669,65.66208326,5.541804314,0,27,1
"I8.5",1,"1",439.43,9.757518374,74.02833789,10.0599947,0.040018082,23,1
"I8.6",3,"3",421.331,9.176554527,77.03833289,12.02000332,3.643766403,0,NA
"I8.7",3,"3",403.444,7.216600453,36.47771737,0.539983749,0.439997196,24,NA
"I8.8",3,"3",342.029,4.3321497,26.79389704,5.700016975,0.54000473,72,1
"I8.9",3,"3",395.107,5.256212403,39.12538585,2.580010414,0,31,1
"I9.1",2,"2",402.969,6.838125679,47.78877195,3.739979744,5.480020523,33,1
"I9.10",2,"2",426.419,8.001490308,60.96361828,5.940000534,1.739358902,26,NA
"I9.11",2,"2",406.995,8.385643285,57.16513181,3.839983463,1.860050201,19,NA
"I9.12",2,"2",417.635,4.099608098,40.09764516,4.699991226,0,20,1
"I9.13",3,"3",493.547,6.781539051,49.08984867,1.760011673,0,76,1
"I9.14",2,"2",405.905,9.384284663,69.63645841,12.02000761,0.04004097,8,NA
"I9.15",3,"3",395.919,7.757807798,61.56797738,7.859989166,1.940023422,54,1
"I9.16",3,"3",351.928,5.219259166,39.79650273,5.480015278,0.039978981,26,1
"I9.17",2,"2",429.923,7.80518804,61.92160675,6.939994812,0.040000916,25,NA
"I9.18",2,"2",414.645,8.11522907,44.57229931,2.939988136,1.053508759,22,NA
"I9.19",3,"3",548.428,7.86075913,66.55187985,4.960004807,0,25,NA
"I9.2",3,"3",457.711,6.335650136,24.37624464,2.059994698,3.380001545,33,1
"I9.20",3,"3",390.558,5.466770975,46.18693023,5.119979858,0,14,NA
"I9.3",2,"2",456.601,6.615094871,51.17851562,6.180020332,0,67,1
"I9.4",3,"3",436.01,9.371948576,72.62731521,13.62002087,0.81999588,50,1
"I9.5",3,"3",430.248,7.012255743,57.56056665,5.279989243,0,8,NA
"I9.7",2,"2",401.223,5.016786355,35.61796486,0.900606155,0,28,1
"I9.8",3,"3",470.85,6.662183699,56.93682291,4.959986687,0,77,1
"I9.9",3,"3",451.186,7.504524751,57.87683717,4.679998398,0,0,NA
"IB1.1",3,"3",361.796,5.539925199,50.90483808,13.53999043,0,29,1
"IB1.10",3,"3",451.354,10.18151764,71.08460755,8.019990444,1.904978752,19,NA
"IB1.11",3,"3",350.979,5.202857128,40.09708741,4.740011215,0.039980888,25,1
"IB1.12",3,"3",485.248,8.072485926,59.86466505,4.439997196,2.259997368,73,1
"IB1.13",2,"2",436.632,7.65529241,43.94497746,0.820013046,1.76006794,20,1
"IB1.14",3,"3",435.133,9.299608541,65.34374903,6.780004501,0.039990425,0,NA
"IB1.15",3,"3",467.233,8.615272463,39.02310929,0,0.519994259,77,1
"IB1.16",3,"3",384.015,5.925073463,44.92045113,4.320008278,0.020059586,37,1
"IB1.17",3,"3",439.573,7.8307266,47.71332152,2.400008202,2.839984894,7,1
"IB1.18",3,"3",437.649,7.452476103,62.47651405,7.600002766,0,0,NA
"IB1.19",3,"3",439.35,9.306555778,66.44967007,7.540008068,3.199983597,0,NA
"IB1.2",3,"3",456,6.891675,50.41017,2.500011921,0,38,1
"IB1.20",3,"3",450.117,8.898326169,65.22134606,5.820016384,4.746130943,23,NA
"IB1.3",3,"3",371.438,5.928236219,36.83100816,1.199988365,1.900016785,24,1
"IB1.4",3,"3",437.756,8.806699655,66.97295411,11.87999487,0,19,NA
"IB1.5",3,"3",439.715,8.23819481,58.35494934,4.639998913,0.140042305,65,1
"IB1.6",2,"2",424.671,8.407107192,57.5118983,6.099997997,3.399999619,0,NA
"IB1.7",3,"3",441.695,8.315506164,48.2145965,0.699984074,0.660031319,0,NA
"IB1.8",2,"2",435.801,9.905584122,67.34844949,10.69999838,0.239974976,0,NA
"IB1.9",3,"3",437.676,9.533438581,69.20823593,9.839986801,2.000022888,0,NA
"IB2.1",3,"3",426.193,8.348664919,56.68315571,8.479988575,0.020011902,0,NA
"IB2.10",3,"3",426.27,8.446801772,57.96361325,6.159996986,4.8799963,20,NA
"IB2.11",2,"2",375.091,6.068726396,54.17130728,13.50003576,0,25,1
"IB2.12",3,"3",409.307,7.795510236,54.28664203,10.1285553,3.199993134,10,NA
"IB2.13",3,"3",445.972,10.56666623,76.69621505,12.92857552,1.699987411,0,NA
"IB2.16",3,"3",449.422,8.148881569,66.15526372,10.23999262,0.020069122,25,1
"IB2.17",2,"2",437.445,8.45737237,63.35086807,6.679988861,0.039999962,18,1
"IB2.18",3,"3",451.428,5.681496545,39.92357031,1.240003586,0,16,1
"IB2.19",3,"3",445.642,10.32621234,74.83623856,10.91999149,0,81,1
"IB2.2",3,"3",369.208,6.04410569,49.42804845,9.159990311,0,13,NA
"IB2.20",2,"2",435.729,10.48523302,76.02171509,11.13998079,7.303371429,6,NA
"IB2.21",2,"2",449.672,8.848956775,66.1923787,4.479992867,1.047075272,23,1
"IB2.22",3,"3",447.658,10.14856151,68.30523522,5.040002823,3.919999123,26,1
"IB2.23",2,"2",447.902,10.64775393,76.57383059,7.900002956,1.760205269,0,NA
"IB2.24",2,"2",435.974,7.533258692,61.35961759,7.021408081,0,11,1
"IB2.25",2,"2",433.014,8.537059219,66.45428886,6.999991417,0,0,NA
"IB2.26",2,"2",427.633,8.462527137,60.57931243,4.460012436,1.359999657,5,NA
"IB2.3",3,"3",455.187,9.610146814,60.79093364,2.900016785,3.562586784,26,1
"IB2.4",3,"3",444.745,9.073097086,32.91773947,0,2.899997234,0,NA
"IB2.5",3,"3",437.095,9.31226298,67.43305678,9.879993439,0.040054321,10,NA
"IB2.6",2,"2",449.947,9.975224536,61.64042795,4.241408825,8.143366814,23,1
"IB2.7",3,"3",440.276,7.877299798,44.06302472,0,0.02000618,9,NA
"IB2.8",3,"3",454.025,8.165451339,58.99292623,5.080002785,0.240991592,24,NA
"IB2.9",3,"3",434.605,8.639054803,67.59313519,13.65999746,0.039989471,26,1
"N1.1",1,"1",418.241,10.48466079,76.06181552,13.2999835,5.196084976,9,NA
"N1.10",1,"1",429.282,8.336590521,71.21812183,10.16001129,0,6,NA
"N1.11",1,"1",434.951,6.651935438,51.38746949,3.920013428,11.41895962,0,NA
"N1.12",1,"1",432.615,7.086442008,66.44689539,11.21999645,0,0,NA
"N1.13",1,"1",437.848,5.825773749,47.51565018,2.319971085,0,6,NA
"N1.14",1,"1",442.393,6.741263303,61.79008265,5.960004807,0,6,NA
"N1.15",2,"2",446.569,10.82817604,78.46197406,11.18000221,6.386011124,21,1
"N1.16",1,"1",452.224,10.76067109,80.65396439,15.00000286,0.160003662,5,NA
"N1.17",1,"1",414.209,9.269682674,74.34107574,8.860014915,0.020002365,0,NA
"N1.18",1,"1",415.643,9.01761931,75.2657928,13.14000511,0,0,NA
"N1.19",1,"1",426.527,7.309972762,57.81509471,5.41999054,0,5,NA
"N1.2",1,"1",420.23,10.87559654,76.18030673,10.4600172,4.459981918,0,NA
"N1.20",1,"1",428.498,7.144854716,68.29789146,14.85998917,0.02000618,0,NA
"N1.21",2,"2",429.192,7.316857312,64.61846879,10.27997303,0.020011902,8,NA
"N1.22",1,"1",403.952,7.311525902,56.10542611,6.459998131,0,0,NA
"N1.23",1,"1",400.243,7.934358999,63.30584034,9.479995728,0,20,1
"N1.24",1,"1",405.972,9.403426843,74.82272628,13.06000566,3.539993286,0,NA
"N1.25",1,"1",410.069,9.594899709,71.80619051,10.71998453,4.06001091,0,NA
"N1.26",1,"1",412.607,10.17357305,73.31398531,9.879991055,6.64002037,15,1
"N1.27",1,"1",447.654,11.46212547,83.23642447,15.60001421,3.419977188,6,NA
"N1.28",1,"1",439.513,11.12580451,80.90863376,10.91999006,5.539985657,0,NA
"N1.29",1,"1",431.456,10.30310113,77.35981681,16.09999847,3.974170685,0,NA
"N1.3",1,"1",462.297,10.13747501,81.81755609,12.30000639,1.859994888,8,NA
"N1.30",1,"1",486.07,10.31088711,82.84648157,9.519999504,0,5,NA
"N1.31",1,"1",440.5,9.983503701,77.97495241,11.34000158,0,0,NA
"N1.32",1,"1",447.232,11.05655737,83.09657942,13.12001181,0.059995651,8,NA
"N1.33",1,"1",448.851,11.117219,79.91241924,10.00001097,3.359975815,19,1
"N1.34",1,"1",446.96,11.06204344,82.09171902,12.6200037,2.120006561,6,NA
"N1.35",1,"1",379.64,7.07098928,55.0857372,6.579999447,0.240013123,0,NA
"N1.36",1,"1",450.686,11.14379947,83.12213872,11.92000771,4.599023819,6,NA
"N1.37",2,"2",444.284,10.47505166,80.26129888,15.80000114,1.857870102,24,NA
"N1.38",1,"1",395.208,9.740660131,66.31975793,7.519975185,5.860012054,7,NA
"N1.39",1,"1",384.694,8.241329854,65.34298994,9.059990406,0,0,NA
"N1.4",2,"2",420.259,11.18577588,75.78495504,12.9199934,0.07998085,11,1
"N1.40",1,"1",408.657,10.08021573,76.62031714,17.01997423,0.680000305,7,NA
"N1.5",1,"1",417.545,10.27099429,75.39967912,13.1199789,1.246021271,0,NA
"N1.6",1,"1",428.312,10.53264792,87.13731359,14.3199935,0,0,NA
"N1.7",1,"1",415.96,7.433875195,66.60983814,8.759989738,0,0,NA
"N1.8",1,"1",415.1,7.749085122,62.87122436,7.199994564,0,5,NA
"N1.9",1,"1",431.325,8.345753369,72.88000856,14.0399847,0,0,NA
"N2.10",1,"1",450.651,10.3805021,81.04143295,14.35999298,4.777374268,0,NA
"N2.11",1,"1",416.363,7.932025807,56.46922211,4.140025616,0,8,NA
"N2.12",1,"1",418.682,10.07567258,73.44186822,10.50002623,0,0,NA
"N2.13",2,"2",380.742,8.573951933,62.68716368,6.580012798,0,17,1
"N2.14",1,"1",378.944,8.915970822,67.90333799,11.12001371,0,0,NA
"N2.15",1,"1",378.377,8.753755611,67.08523561,9.699985027,0.020000458,0,NA
"N2.16",1,"1",376.94,8.580303445,65.31775931,9.000001907,0,0,NA
"N2.17",1,"1",413.509,7.015624423,64.99629994,7.980005264,0,0,NA
"N2.18",1,"1",462.461,7.969264296,77.38402153,10.75999355,0,0,NA
"N2.19",1,"1",445.981,8.05374623,80.24549014,12.85998726,0,0,NA
"N2.2",1,"1",418.041,9.313617908,69.37071153,11.01999998,2.200027466,0,1
"N2.20",1,"1",457.662,6.938832273,40.65298562,0,0,0,NA
"N2.21",1,"1",423.355,6.323898051,62.93698525,9.360005379,0,0,NA
"N2.22",1,"1",408.508,10.28556135,71.91209945,10.90000105,9.525989532,0,NA
"N2.23",1,"1",417.386,10.42791484,72.3153779,9.09997797,10.34003067,8,1
"N2.24",1,"1",410.553,9.775747553,73.89301301,15.91999865,6.223987579,0,NA
"N2.25",1,"1",419.509,9.590455034,75.40718245,8.42001152,4.08339119,0,NA
"N2.26",1,"1",410.695,8.906392737,73.07689223,16.12000084,3.520000458,0,NA
"N2.27",1,"1",409.921,9.235289324,68.81997383,10.87999439,9.67398262,10,1
"N2.28",2,"2",443.565,6.542478233,53.87840158,2.039996147,0,25,1
"N2.29",1,"1",453.957,7.324851335,51.77482625,0,0,6,NA
"N2.3",1,"1",421.815,9.449922451,70.5439135,8.360006332,1.840015411,0,NA
"N2.30",1,"1",434.828,8.954309467,78.39512355,13.16001129,0,0,NA
"N2.31",1,"1",412.758,8.364978209,61.76064755,7.459981441,0,5,NA
"N2.32",1,"1",407.03,8.693108459,65.04378713,8.519999981,0,0,NA
"N2.33",2,"2",464.437,11.64836471,86.83600374,12.61998844,5.044023514,15,1
"N2.34",1,"1",376.498,8.878413981,65.3188167,12.33999729,0,0,NA
"N2.35",1,"1",378.313,8.514112143,66.36230564,14.90001297,0,0,NA
"N2.36",1,"1",373.597,8.180839507,64.68682859,14.32002354,4.479976654,0,NA
"N2.37",1,"1",499.829,10.94997545,84.76739075,13.80001116,2.780015945,25,1
"N2.38",1,"1",499.194,11.40473969,86.66618396,12.9399991,5.317754745,0,NA
"N2.39",2,"2",523.865,11.13190115,86.44780765,9.120010376,5.779361725,12,1
"N2.4",1,"1",437.45,9.47162639,74.44692356,15.39999914,3.780023575,0,NA
"N2.40",1,"1",389.146,8.980613467,67.4309438,16.52000046,0,0,NA
"N2.5",1,"1",449.242,10.29345056,80.33502367,14.92000723,6.508953094,0,NA
"N2.6",1,"1",402.662,8.451823359,61.39895514,6.620016098,1.599986076,0,NA
"N2.7",1,"1",393.259,8.263011508,59.52396356,7.440004349,4.827381134,0,NA
"N2.9",1,"1",387.158,9.149608847,68.03578762,10.42002439,4.143743515,7,NA
"N3.10",1,"1",381.932,8.483440804,61.39594202,7.140011311,2.597350121,7,NA
"N3.11",2,"2",419.05,9.327822332,74.28228768,12.73998833,6.016548157,24,1
"N3.12",1,"1",411.829,7.874912302,71.36490514,12.28000069,2.20000267,0,NA
"N3.13",3,"3",426.087,8.014196127,66.62080312,8.780005455,0,14,NA
"N3.14",2,"2",414.741,9.409440533,74.96017983,12.80001879,1.95999527,21,1
"N3.15",1,"1",400.855,9.435041987,71.47926776,9.820033073,0,0,NA
"N3.16",1,"1",411.757,9.307045834,77.04100386,14.93997908,0,0,NA
"N3.17",1,"1",413.26,8.898421826,73.36414433,14.59999752,0,0,NA
"N3.18",1,"1",425.349,9.102308852,68.14388925,10.00001287,0,5,NA
"N3.19",2,"2",418.765,9.133504546,68.30298368,7.780009747,9.279764175,0,NA
"N3.2",1,"1",408.716,9.128630704,69.11019706,12.88000822,0,0,NA
"N3.20",1,"1",420.42,8.950757371,62.388259,4.119999886,0,0,NA
"N3.21",1,"1",496.059,11.77772261,87.58052086,11.32000542,6.158840179,0,NA
"N3.22",2,"2",418.432,10.4687485,62.65720675,4.140001774,9.699259758,12,1
"N3.23",2,"2",415.47,9.993728629,68.98151282,7.699996471,0,0,NA
"N3.24",1,"1",413.504,10.16015257,64.66373196,5.22000742,7.139990807,8,NA
"N3.25",2,"2",413.927,10.27641936,65.51916935,5.36000967,9.792181015,0,NA
"N3.26",2,"2",397.467,8.977097778,66.06252644,11.07999992,5.320011139,0,1
"N3.27",1,"1",396.825,9.236105392,70.51967542,14.64002514,0,0,NA
"N3.28",1,"1",405.044,9.075086075,67.09450354,12.34002113,7.108337402,0,NA
"N3.29",1,"1",395.116,9.333858709,68.69924508,15.56001091,0,0,NA
"N3.3",2,"2",411.071,8.131471506,68.03243536,10.4800272,0,7,1
"N3.30",1,"1",412.625,9.886737711,69.69405668,9.419999123,4.684167862,7,NA
"N3.31",2,"2",460.701,11.21305725,78.32718575,11.0200119,12.32773399,11,1
"N3.32",1,"1",461.573,11.9692317,86.98225956,15.89999533,5.688829422,0,NA
"N3.33",1,"1",407.101,9.780930119,75.02286858,16.9599967,2.07998848,0,NA
"N3.34",1,"1",399.14,8.983105726,71.48370698,16.74000978,0.539981842,0,NA
"N3.35",1,"1",406.46,9.743696416,74.74156234,15.93998194,4.800018311,0,NA
"N3.36",3,"3",471.394,9.687714069,65.84052392,6.179988384,5.100018501,43,1
"N3.37",2,"2",473.482,10.97311218,87.14197803,13.77999401,3.019990921,7,NA
"N3.38",1,"1",404.392,9.921479196,71.45373628,16.09998035,6.935054779,0,NA
